"","10333.Manaus.3546.1313272","10333.Manaus.3708.1313460","10333.Manaus.3318.1313403","10333.Manaus.3372.1313934","10333.Manaus.3658.1313980","10333.Manaus.3077.1313628","10333.Manaus.3653.1313829","10333.Manaus.3540.1313816","10333.Manaus.3400.1313349","10333.Manaus.3714.1313478","10333.Manaus.3439.1313981","10333.Manaus.3304.1313779","10333.Manaus.3648.1313498","10333.Manaus.3607.1313871","10333.Manaus.3597.1313596","10333.Manaus.3016.1313758","10333.Manaus.3602.1313826","10333.Manaus.3163.1313488","10333.Manaus.3528.1313466","10333.Manaus.3622.1313609","10333.Manaus.3149.1313617","10333.Manaus.3277.1313435","10333.Manaus.3170.1313505","10333.Manaus.3612.1313899","10333.Manaus.3617.1313375","10333.Manaus.3263.1313890","10333.Manaus.3379.1313436","10333.Manaus.3270.1313288","10333.Manaus.3552.1313714","10333.Manaus.3386.1313690","10333.Manaus.3643.1313501","10333.Manaus.3063.1313692","10333.Manaus.3070.1313274","10333.Manaus.3522.1313846","10333.Manaus.3177.1313640","10333.Manaus.3534.1313532","10333.Manaus.3462.1313495","10333.Manaus.3156.1313836","10333.Manaus.3663.1313687","10333.Manaus.3627.1313542","10333.Manaus.3702.1313957","10333.Manaus.3516.1313443","10333.Manaus.3668.1313378","10333.Manaus.3023.1313483","10333.Manaus.3436.1313694","10333.Manaus.3311.1313932","10333.Manaus.3339.1313814","10333.Manaus.3393.1313477","10333.Che.219.huma","10333.Che.254.huma","10333.Che.406.huma","10333.Che.103.huma","10333.Che.306.huma","10333.Che.288.huma","10333.Che.271.huma","10333.Che.226.huma","10333.Che.431.huma","10333.Che.231.huma","10333.Che.28.huma","10333.Che.259.huma","10333.Che.449.huma","10333.Che.114.huma","10333.Che.248.huma","10333.Che.347.huma","10333.Che.342.huma","10333.Che.242.huma","10333.Che.300.huma","10333.Che.200.huma","10333.Che.400.huma","10333.Che.352.huma","10333.Che.177.huma","10333.Che.294.huma","10333.Che.394.huma","10333.Che.98.huma","10333.Che.132.huma","10333.Che.237.huma","10333.Che.34.huma","10333.Che.460.huma","10333.Che.138.huma","10333.Che.437.huma","10333.Che.265.huma","10333.Che.183.huma","10333.Che.189.huma","10333.Che.389.huma","10333.Che.21.huma","10333.Che.455.huma","10333.Che.150.huma","10333.Che.312.huma","10333.Che.318.huma","10333.Iqu.898.huma","10333.Iqu.1174.huma","10333.Iqu.892.huma","10333.Iqu.829.huma","10333.Iqu.1098.huma","10333.Iqu.823.huma","10333.Man.1756.huma","10333.Iqu.1139.huma","10333.Iqu.1044.huma","10333.Iqu.1209.huma","10333.Iqu.1006.huma","10333.Iqu.841.huma","10333.Iqu.1104.huma","10333.Man.1897.huma","10333.Man.1871.huma","10333.Man.1782.huma","10333.Man.1903.huma","10333.Iqu.1180.huma","10333.Man.1744.huma","10333.Iqu.1224.huma","10333.Man.1912.huma","10333.Man.1717.huma","10333.Man.1750.huma","10333.Man.1727.huma","10333.Iqu.1242.huma","10333.Iqu.915.huma","10333.Man.1877.huma","10333.Iqu.1012.huma","10333.Iqu.1018.huma","10333.Iqu.927.huma","10333.Iqu.886.huma","10333.Iqu.1038.huma","10333.Iqu.1086.huma","10333.Iqu.937.huma"
"10333.Manaus.3386.1313690",-0.360221643889568,-0.513176483948595,-0.452665651490229,-0.366960216236719,-0.45616797408514,-0.387710122841468,-0.412479005953376,-0.344808504407334,-0.335456038060666,-0.394186774442486,-0.357439140084045,-0.561924785562206,-0.354724225818924,-0.460115945745269,-0.388007258063073,-0.458744692368761,-0.423827747618829,-0.372279274355121,-0.425173954996839,-0.498348640823283,-0.402365070279952,-0.422923328107081,-0.400295080726206,-0.456789214721425,-0.329324492846542,-0.436288153172708,-0.366826261090056,-0.385550490865112,-0.494702824231459,0,-0.337616476294225,-0.413811486369888,-0.407129723177453,-0.345718461667046,-0.371002425225615,-0.411558054596318,-0.374930185146603,-0.486458620209049,-0.429081084440913,-0.446655334448744,-0.355569457687642,-0.29281250239322,-0.43738061437315,-0.398516308397969,-0.399315094860511,-0.334245588921765,-0.411321446247509,-0.352919006793902,-0.410370416318426,-0.4463615967992,-0.480063042597104,-0.530275001519639,-0.551070991192989,-0.500112727757417,-0.417523032870625,-0.410091077974049,-0.44390723005684,-0.485112857422655,-0.54362009667028,-0.450474434632213,-0.437420071497446,-0.428488370891647,-0.370825239813426,-0.461820486159703,-0.553495882282288,-0.423831737241164,-0.503487725960403,-0.517570925203386,-0.502966628555711,-0.439697276908638,-0.429739553493942,-0.507148266674968,-0.531737612107408,-0.486024806611129,-0.448315732867726,-0.407016939764169,-0.575660314589165,-0.482914375562419,-0.472863292861335,-0.39911836671205,-0.474486669598635,-0.525116655069064,-0.455431941994967,-0.520902330608121,-0.444153066931164,-0.49226313819731,-0.533187055806076,-0.491601356138252,-0.616973237630549,-0.316513991383528,-0.470560467719496,-0.379980809072928,-0.384973669624296,-0.458237144407187,-0.422492279920195,-0.476369157304724,-0.531005901778327,-0.46466579482091,-0.383284984696034,-0.414381946285159,-0.39313202154892,-0.423239932385649,-0.461951339069954,-0.452757046110962,-0.494231612417073,-0.479753855130037,-0.394167416246152,-0.485994759643961,-0.431228267029158,-0.508652594270002,-0.449314261167838,-0.389157147659493,-0.503710957311055,-0.422649463348154,-0.494481605212126,-0.453038223118199,-0.390199353424679,-0.420005769290469,-0.50235819742329,-0.392102779206564,-0.452298143717552,-0.421818346713733,-0.533936374749851
"10333.Manaus.3643.1313501",-0.291856561771955,-0.448867765841941,-0.356617795799259,-0.425846352680005,-0.329889436044818,-0.250703935439082,-0.336433616641949,-0.286596868793248,-0.374819425846006,-0.26173181061308,-0.302376313104411,-0.539484333591855,-0.189483713866225,-0.405328806252307,-0.292105186451715,-0.355687538906863,-0.291865498504345,-0.292929004782188,-0.370088530953765,-0.407273690941351,-0.273560342812592,-0.342621087203571,-0.380728587779298,-0.316223436592915,-0.247409527224278,-0.313089565919974,-0.28720538981613,-0.311014666386966,-0.47012861271835,-0.337616476294225,0,-0.331685022658374,-0.240477899659723,-0.360354688782039,-0.268218649871845,-0.337528282266289,-0.22391229335875,-0.538382079626701,-0.34056410097791,-0.298668408702215,-0.254372399117229,-0.320378527960182,-0.304081880633268,-0.354925083207268,-0.342551789850664,-0.309781820856489,-0.368937361868635,-0.34690730060233,-0.318044063073621,-0.359756131583316,-0.426900169926607,-0.480757231304625,-0.555899837145526,-0.390050971088897,-0.325695713381843,-0.274965372677633,-0.32054356395744,-0.395946892797408,-0.525748203767829,-0.388300410563594,-0.309289042624767,-0.328315394735343,-0.235885039310327,-0.414961045181612,-0.42332179308553,-0.317909504661981,-0.50724112577971,-0.493747278824054,-0.457046033771586,-0.316293309562814,-0.325586668647349,-0.38357248750348,-0.543382275671759,-0.441605406443035,-0.339383701424043,-0.311548546679054,-0.460821076799843,-0.382466338403843,-0.424472646584994,-0.299634810794379,-0.404088755305934,-0.516134946564665,-0.342444402843385,-0.439858201121413,-0.411946948714378,-0.442451032093058,-0.43163410870509,-0.451761375543402,-0.512840797552806,-0.269888698620217,-0.457107281529053,-0.274701699971238,-0.296461615913405,-0.348825712786532,-0.325114241048783,-0.453061088079493,-0.475730216225761,-0.427725892820231,-0.27629799206802,-0.326316912618166,-0.344684201744146,-0.317429345231375,-0.416452680835839,-0.322076196476154,-0.444682979729621,-0.365708999658442,-0.343886638791681,-0.432171276304601,-0.359966342343419,-0.375143971973271,-0.340830190599551,-0.295577855765285,-0.384735661950612,-0.328860256610258,-0.36603752275257,-0.366645522784791,-0.217321662312451,-0.356957057897676,-0.414341004735738,-0.328330864484927,-0.447127254622459,-0.318567374375304,-0.477363935401256
"10333.Manaus.3063.1313692",-0.316450963035402,-0.442146763824945,-0.418645342254641,-0.476916451955206,-0.424095182409258,-0.323797591913002,-0.438987576606829,-0.381843510236858,-0.403481960405703,-0.30542212208741,-0.303797313423182,-0.5270556064645,-0.345320103534471,-0.470289455385081,-0.37213376018246,-0.405431973304719,-0.382902211004904,-0.362829298676624,-0.415678615497322,-0.419769811966864,-0.371438158785993,-0.423075072084201,-0.422302018512962,-0.381515458652662,-0.356467612359868,-0.392097642009649,-0.365405325329569,-0.368519476098506,-0.441957371012232,-0.413811486369888,-0.331685022658374,0,-0.309658951526846,-0.36684887945767,-0.364316549135784,-0.370367864438662,-0.324816037972568,-0.357343105575417,-0.430990394184156,-0.37300395540938,-0.261357120507638,-0.367206489414806,-0.395503681000796,-0.35807663860259,-0.421518823217008,-0.359837270057852,-0.42400692749826,-0.409378270616914,-0.374367192112628,-0.484446985182499,-0.4719033562287,-0.557770507769811,-0.473447090264352,-0.438744509454778,-0.441861265229645,-0.425379433913084,-0.406661680247215,-0.481841920282744,-0.616663179230794,-0.459475130705516,-0.432815395951292,-0.453370312359744,-0.366328918355595,-0.489148476964777,-0.520412589135192,-0.432828450518041,-0.539003747976878,-0.529687853088427,-0.556738241880201,-0.462451520472344,-0.446704500705503,-0.452555570272996,-0.589739044402482,-0.543138831017673,-0.458201734304678,-0.42816276332306,-0.537557383952766,-0.45639423995861,-0.511232411894373,-0.394570882111515,-0.435066650097235,-0.583750514438686,-0.415273038057675,-0.456169503818634,-0.4427891612888,-0.456961849025537,-0.478324519155009,-0.412876729031003,-0.568153632037757,-0.377182632322645,-0.426080763743608,-0.322443328995101,-0.323641237521972,-0.415331292054324,-0.368704882149502,-0.281828339387465,-0.4695159792314,-0.350856478636472,-0.330836945169252,-0.402511225090756,-0.424148164019472,-0.442217291875012,-0.284668098737612,-0.363869773377461,-0.448945661713202,-0.410301438424136,-0.358943308482855,-0.410916423618383,-0.370833993059453,-0.435371329056668,-0.359378359659549,-0.341682451733603,-0.404086862080196,-0.305930444036932,-0.443980968534048,-0.403913506920724,-0.330806074158759,-0.407904608426651,-0.459442605731713,-0.375290860008728,-0.513038412472236,-0.332106779068165,-0.526917233407021
"10333.Manaus.3070.1313274",-0.316359580908845,-0.428195183541798,-0.267853576195876,-0.443500446912907,-0.369368781058341,-0.257393313860823,-0.404154164837746,-0.354088750337468,-0.414592561008572,-0.192189315038376,-0.348057314204985,-0.522406010512038,-0.263331631333751,-0.371917208020043,-0.301386195640203,-0.283748692665009,-0.271060615766,-0.335892173255151,-0.386859857973786,-0.395494430826067,-0.254681881174052,-0.422806121874481,-0.400073859323047,-0.283200790719,-0.294339185584001,-0.32169777786756,-0.264947764110962,-0.346909315574875,-0.439455390627738,-0.407129723177453,-0.240477899659723,-0.309658951526846,0,-0.398358449305505,-0.309451110544293,-0.356535268754134,-0.242188478542733,-0.576369236057284,-0.383294345651523,-0.271593546342964,-0.271520198139176,-0.35662240907715,-0.344428976867095,-0.350180728473875,-0.414703333127293,-0.325815071843069,-0.404457747892416,-0.349118690120612,-0.366683044789826,-0.413834524086392,-0.449991571934627,-0.49691240747813,-0.61043936099251,-0.367250640941903,-0.374180544630577,-0.339883728161083,-0.277960829620329,-0.406409345185983,-0.575729459442149,-0.411834861920698,-0.36488327504225,-0.422443869851338,-0.294566883961897,-0.452381956831399,-0.419088804876494,-0.349458277677994,-0.542359426453465,-0.53195718263683,-0.493245097695258,-0.381710480449958,-0.3928955944288,-0.363483558514825,-0.565819921381687,-0.489082561620998,-0.400208246779406,-0.380875316172725,-0.419079122912673,-0.384638388715809,-0.481818745788331,-0.327550712337013,-0.42036622845242,-0.540075699032237,-0.371662445445942,-0.443279224205931,-0.476359797982666,-0.43843245611723,-0.446072774571573,-0.511286310106802,-0.46675738663529,-0.32230184391577,-0.432078338457593,-0.307003010235949,-0.325531547326033,-0.390255242101044,-0.342343633288726,-0.457678342973772,-0.456570754472446,-0.482714464129791,-0.292159205654819,-0.336790229892056,-0.375675098397136,-0.401425778662594,-0.433047252804432,-0.256775463217509,-0.437389301793719,-0.321324953713981,-0.360310143853052,-0.394959291116128,-0.380918323661612,-0.241712531203892,-0.293932438820918,-0.293736358039064,-0.364457335774573,-0.345080657678244,-0.38161093251754,-0.286430333815167,-0.259573435994909,-0.395152517364825,-0.417840594863893,-0.375824005808263,-0.467270036849897,-0.324257590252775,-0.443450032826116
"10333.Manaus.3522.1313846",-0.334438922399428,-0.442692496164833,-0.494749412689331,-0.413713032444325,-0.41415130653962,-0.386319037215114,-0.40688667238401,-0.352605487134751,-0.369797456736806,-0.342240788195844,-0.305194967019384,-0.477436407733173,-0.357403362510085,-0.470717204921019,-0.406680646449912,-0.420199820019635,-0.393081357328969,-0.337885243141023,-0.42141859399742,-0.430993204471647,-0.386658639193086,-0.42553311676236,-0.410924231638754,-0.407364502847149,-0.345074827788623,-0.420453473953541,-0.373349559828942,-0.403657628987857,-0.420789125089079,-0.345718461667046,-0.360354688782039,-0.36684887945767,-0.398358449305505,0,-0.339432370123567,-0.32547959837634,-0.376459415793907,-0.383640448304638,-0.412757295049734,-0.403669652788579,-0.290641627619996,-0.303071155127049,-0.408054178060842,-0.348855391038753,-0.412749306498695,-0.365272859732961,-0.451837765270835,-0.3949984906016,-0.368164790287347,-0.483178679008469,-0.451769394734703,-0.554864685913229,-0.565655906742102,-0.49539322253924,-0.469529972464631,-0.454982069742667,-0.43446033028906,-0.472661122980957,-0.618720201942775,-0.485986984915643,-0.466926058734732,-0.460812282476238,-0.390391379948097,-0.43921080967209,-0.526165251205508,-0.461760597592113,-0.55058854682035,-0.561763595659788,-0.556007553335989,-0.452399303250965,-0.463955100504759,-0.506169357108654,-0.547822396241459,-0.546351589167672,-0.503693985682265,-0.450385071101846,-0.607783387200408,-0.379556153713591,-0.543802735218597,-0.398594001670122,-0.462645634595863,-0.608003539071778,-0.414169239692856,-0.477601648140809,-0.398445044210001,-0.431484107440356,-0.502941384356803,-0.500368382550189,-0.653670408003825,-0.336118982286734,-0.402311925501009,-0.351994067524502,-0.393438732061657,-0.431759465259161,-0.382758004225725,-0.405280763104341,-0.464404364712709,-0.483510729989454,-0.356715426746047,-0.414219831906824,-0.42615907254898,-0.439196429911542,-0.434123742217422,-0.400143549866659,-0.466147978612718,-0.470738796820835,-0.34392010749744,-0.416717337756112,-0.420255102491145,-0.479466238824758,-0.404682566683502,-0.401743998896514,-0.441738377741577,-0.424285887201568,-0.474940508728781,-0.421883172232486,-0.365516783606403,-0.425102408619155,-0.454722376234402,-0.357130919194679,-0.492611145457638,-0.359129912439541,-0.503142854404044
"10333.Manaus.3177.1313640",-0.224728153197024,-0.310354135572348,-0.372873899124941,-0.36560675662297,-0.269711508045296,-0.32330456079432,-0.268134522537414,-0.229819861475947,-0.344583696268647,-0.263567207126748,-0.310836026120681,-0.410692482360946,-0.241907267999996,-0.308981839263218,-0.285724602335758,-0.309922152156685,-0.210720912481452,-0.166041130737944,-0.268075997436155,-0.285831437917728,-0.314659864815306,-0.397053213322916,-0.249188401838314,-0.241052507247273,-0.245810637673923,-0.364466933521875,-0.240492555117,-0.347358051853434,-0.323620845758641,-0.371002425225615,-0.268218649871845,-0.364316549135784,-0.309451110544293,-0.339432370123567,0,-0.234745709005249,-0.312090484051246,-0.492619195660672,-0.286254495005476,-0.225566230599381,-0.245414742444742,-0.242461659877384,-0.263259145344833,-0.235260821320961,-0.348169203332586,-0.312591784662788,-0.391445398575649,-0.25855678898765,-0.373729321949511,-0.404652876668349,-0.392686362709701,-0.475283405987439,-0.560074267187557,-0.412752778970857,-0.352052595740714,-0.327658977439968,-0.324353349617523,-0.323135104439577,-0.501090575451056,-0.376288110574927,-0.424337645590314,-0.43560599194836,-0.317879256167791,-0.408716604774924,-0.433412379012633,-0.375889819674525,-0.524121170651615,-0.527732269547955,-0.459948821618043,-0.412862605332356,-0.407786964318711,-0.369983371244129,-0.568549338631871,-0.454919006345146,-0.422891175554098,-0.330840838932032,-0.552297379891693,-0.365575851029594,-0.44675086580892,-0.341262202899154,-0.328236724754357,-0.506642617844574,-0.420220048247799,-0.401683523764811,-0.454916421045592,-0.471154256880224,-0.370982873126382,-0.474432451262425,-0.592468633880708,-0.321756701448952,-0.452474785901933,-0.267858706730126,-0.370256237424779,-0.313048720548314,-0.264485769345345,-0.442624325332338,-0.339193200003473,-0.466497518722853,-0.258522031373861,-0.351642134801511,-0.365514215864077,-0.414034833202535,-0.445615097905259,-0.247482796228162,-0.318528529616654,-0.30820860625749,-0.29832657135594,-0.2961201431726,-0.327043834666022,-0.343647526909603,-0.246747432401885,-0.298411746699443,-0.29103347481028,-0.368561849082957,-0.385528247847607,-0.289460478591656,-0.304846111013365,-0.366906990471072,-0.328523247774692,-0.235204485814096,-0.45984150796843,-0.270438191729284,-0.369251214780809
"10333.Manaus.3534.1313532",-0.234735610488287,-0.223100081249605,-0.416322690274717,-0.42924330151966,-0.247171043398644,-0.347308489666768,-0.255365008200304,-0.21000237131814,-0.360083075559951,-0.272838981674952,-0.299374454137318,-0.335197997855471,-0.292290143489296,-0.348578147784506,-0.274315141846057,-0.316462503985115,-0.241123574902496,-0.235500799154627,-0.245085500530854,-0.221177473851873,-0.350815580188907,-0.420067059984675,-0.249843986979774,-0.265964260258211,-0.322223331266664,-0.360016631002098,-0.289208723430222,-0.405303146308045,-0.25760897943462,-0.411558054596318,-0.337528282266289,-0.370367864438662,-0.356535268754134,-0.32547959837634,-0.234745709005249,0,-0.339492764213358,-0.505983169130026,-0.295146917216765,-0.224695109340568,-0.264640355850794,-0.270818457567547,-0.261947331596065,-0.209182575978033,-0.352298674237778,-0.405383892271612,-0.369756665885155,-0.305752659821195,-0.37392967378871,-0.415563879552066,-0.407934427036693,-0.510918309827047,-0.587774595242413,-0.419944122094531,-0.381117189127415,-0.365739919925828,-0.324168237455733,-0.308523840953969,-0.563386092406981,-0.399624341885902,-0.455808827019499,-0.452256859353931,-0.366695161037882,-0.434581732853708,-0.370894870062665,-0.389321403575478,-0.575318173536048,-0.566373670367411,-0.501600967227809,-0.433369765142496,-0.431907044445938,-0.396312049866826,-0.611995733322706,-0.479942972517032,-0.442558453266391,-0.343737071451658,-0.577085053058486,-0.393285818225239,-0.482783635562918,-0.361506270265909,-0.297067695570412,-0.558422263149555,-0.408154530920693,-0.297542966423568,-0.472188043803656,-0.497159600763951,-0.270768883310113,-0.486887208975539,-0.634161718723613,-0.34155673643759,-0.471001550334776,-0.279313936382155,-0.410651857461191,-0.262556172602657,-0.201966862578837,-0.415845667659535,-0.270667207466678,-0.484046367740798,-0.285774490441313,-0.368629407789123,-0.401002894602148,-0.425195644030015,-0.455339224092769,-0.271681169090956,-0.255250786065472,-0.315973657261788,-0.305864535141742,-0.260828119725719,-0.339619524824719,-0.332060071156451,-0.230376538194272,-0.323233736798211,-0.218695978188107,-0.36511946667567,-0.356903925026179,-0.292001064405328,-0.329544914502914,-0.378574329943518,-0.275103336977371,-0.236525329224923,-0.516480553513075,-0.263441024557542,-0.357043247151019
"10333.Manaus.3462.1313495",-0.301395106366648,-0.455527124381278,-0.32960954906768,-0.448588457635225,-0.343524615603803,-0.243642218255632,-0.3527938559018,-0.305032756952818,-0.389095480155863,-0.27120258111405,-0.284740465650676,-0.534979660801829,-0.209944075983404,-0.427674672316573,-0.297264334397559,-0.329004035820584,-0.309607076559864,-0.294635750999271,-0.397591500059976,-0.406206499367047,-0.2678842704026,-0.333510651465126,-0.389661066899076,-0.324309376268145,-0.308344260589863,-0.29877194543089,-0.278727962081733,-0.326322819876064,-0.459136425411943,-0.374930185146603,-0.22391229335875,-0.324816037972568,-0.242188478542733,-0.376459415793907,-0.312090484051246,-0.339492764213358,0,-0.507439099606469,-0.357359788060245,-0.314057969411602,-0.277646458651921,-0.34682034136642,-0.337503535523369,-0.369939140237681,-0.334202609629582,-0.325325893214093,-0.363375847427745,-0.373637198425061,-0.33340175721705,-0.400054998560863,-0.454221021663035,-0.512645397247596,-0.545073489962047,-0.376330383874534,-0.356303809985963,-0.318662954345693,-0.313714338247007,-0.397606158560514,-0.559832095191152,-0.403249692416997,-0.327968232164885,-0.361015967422639,-0.302012185320504,-0.422628702888474,-0.43125146951231,-0.328757330266929,-0.533715135132885,-0.538544216033997,-0.485295169570654,-0.346499757129714,-0.352863902240334,-0.383882621181786,-0.56292471573401,-0.473710290560452,-0.349352461131209,-0.345550752653596,-0.440475410505866,-0.402762308117995,-0.44576919069427,-0.329054611123463,-0.407410350356962,-0.549296159402062,-0.338733470281945,-0.429436576808406,-0.456594479364689,-0.45260129182348,-0.442228240724025,-0.443122441154348,-0.498591413104097,-0.32335196515706,-0.457014624136524,-0.298988765990175,-0.344621607381948,-0.343064633299113,-0.355751536816802,-0.431449316522955,-0.469801759040828,-0.443134042245329,-0.280944023568492,-0.333925139698726,-0.398904168570984,-0.314424609904003,-0.413121283985232,-0.317244629255521,-0.449684102586434,-0.363421792892514,-0.371218487084662,-0.423757938894877,-0.356292840615795,-0.355647836785931,-0.331153780534954,-0.306958872366228,-0.372195183973168,-0.337757471664343,-0.37317869577707,-0.360489584050216,-0.21478741220139,-0.374880421551949,-0.389801359528362,-0.353565880437359,-0.489633251470745,-0.326757609305817,-0.466975863078729
"10333.Manaus.3156.1313836",-0.467770082969183,-0.596581590742288,-0.690646180241359,-0.561761214814952,-0.601372893437482,-0.558677295503813,-0.574219361513372,-0.517733356959711,-0.457613890721039,-0.521950994093626,-0.433487280025732,-0.622331434810433,-0.523480001766201,-0.654884330000804,-0.559243855552509,-0.583072985472513,-0.583776947643023,-0.47640882737909,-0.551550491347137,-0.582651653021297,-0.551314022320174,-0.567988615628179,-0.544905444689106,-0.607858560797415,-0.52828773772789,-0.573592838647051,-0.534815217488188,-0.504567238479341,-0.581768108451563,-0.486458620209049,-0.538382079626701,-0.357343105575417,-0.576369236057284,-0.383640448304638,-0.492619195660672,-0.505983169130026,-0.507439099606469,0,-0.60115822582451,-0.591611902421728,-0.436952227873089,-0.45305389943694,-0.591354689114456,-0.487563875474835,-0.565649717624894,-0.461563176429092,-0.565276149516898,-0.577313698227414,-0.525789876947338,-0.655724305235897,-0.630951480950819,-0.738584261161338,-0.503958109504078,-0.616317412910812,-0.634187904899182,-0.6254389977177,-0.634172979512623,-0.66527093542694,-0.735976018687715,-0.647569128979311,-0.603239572278263,-0.605735542965733,-0.569280222434895,-0.596668493988598,-0.728670891858319,-0.594961395146569,-0.626773006922588,-0.690886193953777,-0.710627882252475,-0.621625397304961,-0.610777014628168,-0.637164074082699,-0.662011156405441,-0.702377571269992,-0.629247085247929,-0.613801481148947,-0.749817573489476,-0.600700037225628,-0.647185805379536,-0.569818917833946,-0.611051894156862,-0.71610149273908,-0.553867722546434,-0.613453233862577,-0.555830278952495,-0.54279674608925,-0.657320654404714,-0.528303380008989,-0.79003530578198,-0.543182618820378,-0.530353067114204,-0.500709566401679,-0.522258023095915,-0.596282224066081,-0.568183100429996,-0.333867447316726,-0.624381598374939,-0.457244737628641,-0.519931223707443,-0.600525181775801,-0.602686346017884,-0.593054877994313,-0.419901677234831,-0.585522506803682,-0.607934299431957,-0.65611145895371,-0.528314699572808,-0.579162432033433,-0.537377113595505,-0.691566649782084,-0.578373415391037,-0.515685014257801,-0.597506211339203,-0.495267207266189,-0.606062173606515,-0.621222920762807,-0.536450160084419,-0.58273786602042,-0.609009646271329,-0.519747233485436,-0.653660740313686,-0.527738174124882,-0.702543570988038
"10333.Manaus.3663.1313687",-0.321902067934118,-0.324397233168555,-0.382663719349583,-0.397049101737253,-0.17198319341275,-0.337092496711944,-0.245444163264249,-0.300420180009972,-0.40185649358124,-0.37125560774374,-0.364921012341885,-0.402706890141991,-0.31572157127032,-0.327702068852579,-0.338163016369233,-0.36773562461851,-0.275667690761147,-0.307880996314499,-0.365399373628483,-0.283590744464766,-0.391391318778005,-0.400966556444896,-0.332112742540803,-0.264979489829613,-0.318309868598963,-0.389194526123099,-0.302871148692656,-0.426911604631404,-0.321420643127471,-0.429081084440913,-0.34056410097791,-0.430990394184156,-0.383294345651523,-0.412757295049734,-0.286254495005476,-0.295146917216765,-0.357359788060245,-0.60115822582451,0,-0.273544094429211,-0.35940773750581,-0.380361608761353,-0.179217271587183,-0.352228836224613,-0.296013519658839,-0.439291205940385,-0.431564353798657,-0.337251728265138,-0.384273905041373,-0.369147434317976,-0.385772102751437,-0.477016171269484,-0.542165789203692,-0.421141959991792,-0.322916816561668,-0.322639080549097,-0.313928216752845,-0.313270332259495,-0.493769747689334,-0.339675759725542,-0.371302716798024,-0.363345938202404,-0.343444255231021,-0.430480852783529,-0.426280763257115,-0.342807045306848,-0.511902864247763,-0.502278037503161,-0.418180094768575,-0.374200065333165,-0.368376658623605,-0.406330321640062,-0.567627534143844,-0.445384174358085,-0.398552976542681,-0.287578764832658,-0.513270376633023,-0.387019828279705,-0.436525441331453,-0.365662146579124,-0.289054151111589,-0.474703813338815,-0.398699971682702,-0.384699561298583,-0.411360609293558,-0.513066429753116,-0.342580817595139,-0.452126705928354,-0.566000895002429,-0.327316906088668,-0.457946860065993,-0.308264875617316,-0.436821885934166,-0.280934088077239,-0.295489940518395,-0.487738587225882,-0.310182956430787,-0.51450006483036,-0.308061109399973,-0.371507778134553,-0.374962215432555,-0.350351394174551,-0.475960851370447,-0.297634650103346,-0.324096100675048,-0.293778921952937,-0.339944833830288,-0.275482111885938,-0.340176844095432,-0.336728124840007,-0.294200017919731,-0.372192040696141,-0.291090993040029,-0.414775501188848,-0.397666253001216,-0.334153630465965,-0.342382107233744,-0.363864712089706,-0.305869257570621,-0.261131101384627,-0.441938744379367,-0.300705432640999,-0.326596130515033
"10333.Manaus.3627.1313542",-0.267040289958278,-0.290635587857955,-0.337017595770342,-0.429599813152865,-0.245717870296821,-0.302605374256182,-0.287610913604664,-0.270750447984438,-0.410188863182831,-0.234283371465355,-0.33316632082823,-0.38103139997799,-0.263997726387378,-0.299682615726047,-0.263618715187704,-0.30038560897474,-0.192685875529013,-0.248641683365233,-0.29900360520008,-0.250410181304741,-0.306360713211418,-0.423920418675236,-0.286050611748019,-0.206173480811306,-0.286434261057417,-0.334854628007727,-0.27860604137995,-0.382872857643425,-0.287080514838984,-0.446655334448744,-0.298668408702215,-0.37300395540938,-0.271593546342964,-0.403669652788579,-0.225566230599381,-0.224695109340568,-0.314057969411602,-0.591611902421728,-0.273544094429211,0,-0.268034757407256,-0.312203125199748,-0.241783282192718,-0.272071391147011,-0.338084827349105,-0.386561067938656,-0.397248396144932,-0.311120026484352,-0.376101475754875,-0.395083824393968,-0.421914260030499,-0.489625886973243,-0.600246122531966,-0.407533699779984,-0.346296928951494,-0.319230605196935,-0.267994174463441,-0.289641000274356,-0.549318976598554,-0.370664443800548,-0.41762445642723,-0.430808166287756,-0.339591756851782,-0.450039162746984,-0.363109386062058,-0.365284741241744,-0.568631998655588,-0.552921362689678,-0.485868355161676,-0.41154479893521,-0.399576681945789,-0.369840574358829,-0.616916168907089,-0.455791958430526,-0.400249940783588,-0.317900547239064,-0.492762607903315,-0.405957140032103,-0.461942298174914,-0.355485107889609,-0.291110366666382,-0.532768006603535,-0.408306719097335,-0.332801739990851,-0.487683542999741,-0.514288259962907,-0.307574778932646,-0.508530302008803,-0.559231966972744,-0.340005655226447,-0.468929065034965,-0.288386227769538,-0.356583381640776,-0.281195089148003,-0.242885304258074,-0.473220738082627,-0.312448000393542,-0.503594137595003,-0.26462542991852,-0.314509542284813,-0.394947253948615,-0.42227682030241,-0.478467501447346,-0.241287764629639,-0.299510532135102,-0.262873550394704,-0.333406950024983,-0.261267028257967,-0.333835637782864,-0.257675223958691,-0.165698065329418,-0.278851815460163,-0.219087392952982,-0.343208983006943,-0.388023458645819,-0.284743000877244,-0.294842146970424,-0.390397974930319,-0.312325860673494,-0.278207810636799,-0.48665610892629,-0.286554457379631,-0.343977990711636
