	read depth	percent tips shuffles	fold tips subset	fold shuffle	fold depth	fold evaluation	metric	score
745	500000	no-phylogeny	0	0	9	2	ROC-AUC	0.5301578955371014
746	500000	no-phylogeny	0	0	9	3	PR-AUC	0.3417710548278227
747	500000	no-phylogeny	0	0	9	3	ROC-AUC	0.5063887417177265
748	500000	no-phylogeny	0	0	9	4	PR-AUC	0.3373532450914114
749	500000	no-phylogeny	0	0	9	4	ROC-AUC	0.49562306308168597
750	500000	no-phylogeny	0	0	9	5	PR-AUC	0.3449381481295369
751	500000	no-phylogeny	0	0	9	5	ROC-AUC	0.5113782044905159
752	500000	no-phylogeny	0	0	9	6	PR-AUC	0.3438395375287325
753	500000	no-phylogeny	0	0	9	6	ROC-AUC	0.4998597122734016
754	500000	no-phylogeny	0	0	9	7	PR-AUC	0.3541809884605245
755	500000	no-phylogeny	0	0	9	7	ROC-AUC	0.5086642031892733
756	500000	no-phylogeny	0	0	9	8	PR-AUC	0.3693844576746283
757	500000	no-phylogeny	0	0	9	8	ROC-AUC	0.5537994562383979
758	500000	no-phylogeny	0	0	9	9	PR-AUC	0.3568257382052149
759	500000	no-phylogeny	0	0	9	9	ROC-AUC	0.5338886969473849
760	200000	no-phylogeny	0	0	0	0	PR-AUC	0.34866340169655247
761	200000	no-phylogeny	0	0	0	0	ROC-AUC	0.5143096815635997
762	200000	no-phylogeny	0	0	0	1	PR-AUC	0.36126175660497567
763	200000	no-phylogeny	0	0	0	1	ROC-AUC	0.5271540500870723
764	200000	no-phylogeny	0	0	0	2	PR-AUC	0.3517951185404886
765	200000	no-phylogeny	0	0	0	2	ROC-AUC	0.5140097666824218
766	200000	no-phylogeny	0	0	0	3	PR-AUC	0.36995639261711527
767	200000	no-phylogeny	0	0	0	3	ROC-AUC	0.5242656676987035
768	200000	no-phylogeny	0	0	0	4	PR-AUC	0.38025733611830553
769	200000	no-phylogeny	0	0	0	4	ROC-AUC	0.5676971022914971
770	200000	no-phylogeny	0	0	0	5	PR-AUC	0.37297659167080227
771	200000	no-phylogeny	0	0	0	5	ROC-AUC	0.5512339805984524
772	200000	no-phylogeny	0	0	0	6	PR-AUC	0.3781969150153584
773	200000	no-phylogeny	0	0	0	6	ROC-AUC	0.5603889984563074
774	200000	no-phylogeny	0	0	0	7	PR-AUC	0.383050005322542
775	200000	no-phylogeny	0	0	0	7	ROC-AUC	0.5479778818609307
776	200000	no-phylogeny	0	0	0	8	PR-AUC	0.36665411751763827
777	200000	no-phylogeny	0	0	0	8	ROC-AUC	0.5301476069238001
778	200000	no-phylogeny	0	0	0	9	PR-AUC	0.38372900425993084
779	200000	no-phylogeny	0	0	0	9	ROC-AUC	0.5324882659088974
780	200000	no-phylogeny	0	0	1	0	PR-AUC	0.32338302694579585
781	200000	no-phylogeny	0	0	1	0	ROC-AUC	0.46980977190216455
782	200000	no-phylogeny	0	0	1	1	PR-AUC	0.3530298958169226
783	200000	no-phylogeny	0	0	1	1	ROC-AUC	0.5098237460240769
784	200000	no-phylogeny	0	0	1	2	PR-AUC	0.33582996226324197
785	200000	no-phylogeny	0	0	1	2	ROC-AUC	0.4747942685652229
786	200000	no-phylogeny	0	0	1	3	PR-AUC	0.31380629041398295
787	200000	no-phylogeny	0	0	1	3	ROC-AUC	0.46141897322436637
788	200000	no-phylogeny	0	0	1	4	PR-AUC	0.3309542743749878
789	200000	no-phylogeny	0	0	1	4	ROC-AUC	0.4867566758515857
790	200000	no-phylogeny	0	0	1	5	PR-AUC	0.3105104944372495
791	200000	no-phylogeny	0	0	1	5	ROC-AUC	0.45310424313837694
792	200000	no-phylogeny	0	0	1	6	PR-AUC	0.344254086494717
793	200000	no-phylogeny	0	0	1	6	ROC-AUC	0.4972210134044785
794	200000	no-phylogeny	0	0	1	7	PR-AUC	0.33371058652380875
795	200000	no-phylogeny	0	0	1	7	ROC-AUC	0.48069237567454093
796	200000	no-phylogeny	0	0	1	8	PR-AUC	0.3272368664957985
797	200000	no-phylogeny	0	0	1	8	ROC-AUC	0.48411212447274915
798	200000	no-phylogeny	0	0	1	9	PR-AUC	0.3281632423967454
799	200000	no-phylogeny	0	0	1	9	ROC-AUC	0.4701687093030708
800	200000	no-phylogeny	0	0	2	0	PR-AUC	0.3335794474044478
801	200000	no-phylogeny	0	0	2	0	ROC-AUC	0.47462032874397947
802	200000	no-phylogeny	0	0	2	1	PR-AUC	0.314874084213209
803	200000	no-phylogeny	0	0	2	1	ROC-AUC	0.4408039917944265
804	200000	no-phylogeny	0	0	2	2	PR-AUC	0.3264254105857756
805	200000	no-phylogeny	0	0	2	2	ROC-AUC	0.47718502767613374
806	200000	no-phylogeny	0	0	2	3	PR-AUC	0.3046972165951373
807	200000	no-phylogeny	0	0	2	3	ROC-AUC	0.43967016584119145
808	200000	no-phylogeny	0	0	2	4	PR-AUC	0.31395599394267265
809	200000	no-phylogeny	0	0	2	4	ROC-AUC	0.45047625574278544
810	200000	no-phylogeny	0	0	2	5	PR-AUC	0.32161552997439663
811	200000	no-phylogeny	0	0	2	5	ROC-AUC	0.4789125508767733
812	200000	no-phylogeny	0	0	2	6	PR-AUC	0.3107837483852106
813	200000	no-phylogeny	0	0	2	6	ROC-AUC	0.4536739925624044
814	200000	no-phylogeny	0	0	2	7	PR-AUC	0.31410518366404655
815	200000	no-phylogeny	0	0	2	7	ROC-AUC	0.4498725281850937
816	200000	no-phylogeny	0	0	2	8	PR-AUC	0.2997960732520966
817	200000	no-phylogeny	0	0	2	8	ROC-AUC	0.42279620639842513
818	200000	no-phylogeny	0	0	2	9	PR-AUC	0.3144947224967352
819	200000	no-phylogeny	0	0	2	9	ROC-AUC	0.4604286304652268
820	200000	no-phylogeny	0	0	3	0	PR-AUC	0.3494282073620793
821	200000	no-phylogeny	0	0	3	0	ROC-AUC	0.5290787254059532
822	200000	no-phylogeny	0	0	3	1	PR-AUC	0.34849957854408803
823	200000	no-phylogeny	0	0	3	1	ROC-AUC	0.5180079168070032
824	200000	no-phylogeny	0	0	3	2	PR-AUC	0.34093460187447017
825	200000	no-phylogeny	0	0	3	2	ROC-AUC	0.4938597847864877
826	200000	no-phylogeny	0	0	3	3	PR-AUC	0.3667311260155152
827	200000	no-phylogeny	0	0	3	3	ROC-AUC	0.5428562061822796
828	200000	no-phylogeny	0	0	3	4	PR-AUC	0.3605695845679662
829	200000	no-phylogeny	0	0	3	4	ROC-AUC	0.5374769387182542
830	200000	no-phylogeny	0	0	3	5	PR-AUC	0.3516460429623949
831	200000	no-phylogeny	0	0	3	5	ROC-AUC	0.5278515629252377
832	200000	no-phylogeny	0	0	3	6	PR-AUC	0.3315229449924648
833	200000	no-phylogeny	0	0	3	6	ROC-AUC	0.49996474700905086
834	200000	no-phylogeny	0	0	3	7	PR-AUC	0.39642718706858365
835	200000	no-phylogeny	0	0	3	7	ROC-AUC	0.57755418078846
836	200000	no-phylogeny	0	0	3	8	PR-AUC	0.37202995374797254
837	200000	no-phylogeny	0	0	3	8	ROC-AUC	0.5581798988569009
838	200000	no-phylogeny	0	0	3	9	PR-AUC	0.3428462977323698
839	200000	no-phylogeny	0	0	3	9	ROC-AUC	0.5132261915631162
840	200000	no-phylogeny	0	0	4	0	PR-AUC	0.3301065000808038
841	200000	no-phylogeny	0	0	4	0	ROC-AUC	0.48705730306983286
842	200000	no-phylogeny	0	0	4	1	PR-AUC	0.34922716029055256
843	200000	no-phylogeny	0	0	4	1	ROC-AUC	0.49469498401846734
844	200000	no-phylogeny	0	0	4	2	PR-AUC	0.33465149526120647
845	200000	no-phylogeny	0	0	4	2	ROC-AUC	0.502334708796265
846	200000	no-phylogeny	0	0	4	3	PR-AUC	0.3356105512781533
847	200000	no-phylogeny	0	0	4	3	ROC-AUC	0.49549397637119125
848	200000	no-phylogeny	0	0	4	4	PR-AUC	0.3277777485761943
849	200000	no-phylogeny	0	0	4	4	ROC-AUC	0.4724766803057672
850	200000	no-phylogeny	0	0	4	5	PR-AUC	0.32609886772015206
851	200000	no-phylogeny	0	0	4	5	ROC-AUC	0.4783103952031775
852	200000	no-phylogeny	0	0	4	6	PR-AUC	0.3521579366815051
853	200000	no-phylogeny	0	0	4	6	ROC-AUC	0.5156272799563918
854	200000	no-phylogeny	0	0	4	7	PR-AUC	0.31056289655938313
855	200000	no-phylogeny	0	0	4	7	ROC-AUC	0.4545615156657817
856	200000	no-phylogeny	0	0	4	8	PR-AUC	0.31103334182965314
857	200000	no-phylogeny	0	0	4	8	ROC-AUC	0.45067423704125403
858	200000	no-phylogeny	0	0	4	9	PR-AUC	0.31196276371276516
859	200000	no-phylogeny	0	0	4	9	ROC-AUC	0.45975820794605166
860	200000	no-phylogeny	0	0	5	0	PR-AUC	0.35026399235336214
861	200000	no-phylogeny	0	0	5	0	ROC-AUC	0.5114390863634514
862	200000	no-phylogeny	0	0	5	1	PR-AUC	0.32611472152906945
863	200000	no-phylogeny	0	0	5	1	ROC-AUC	0.4625249082049668
864	200000	no-phylogeny	0	0	5	2	PR-AUC	0.3528779445745258
865	200000	no-phylogeny	0	0	5	2	ROC-AUC	0.5040136478419049
866	200000	no-phylogeny	0	0	5	3	PR-AUC	0.34954875364040894
867	200000	no-phylogeny	0	0	5	3	ROC-AUC	0.5009893705598943
868	200000	no-phylogeny	0	0	5	4	PR-AUC	0.34789212124579366
869	200000	no-phylogeny	0	0	5	4	ROC-AUC	0.5210698076171321
870	200000	no-phylogeny	0	0	5	5	PR-AUC	0.347092855524928
871	200000	no-phylogeny	0	0	5	5	ROC-AUC	0.4903430280526517
872	200000	no-phylogeny	0	0	5	6	PR-AUC	0.3290273832763609
873	200000	no-phylogeny	0	0	5	6	ROC-AUC	0.47565483669076875
874	200000	no-phylogeny	0	0	5	7	PR-AUC	0.33251002095710674
875	200000	no-phylogeny	0	0	5	7	ROC-AUC	0.46429749504100576
876	200000	no-phylogeny	0	0	5	8	PR-AUC	0.35269127148822643
877	200000	no-phylogeny	0	0	5	8	ROC-AUC	0.5236205651612981
878	200000	no-phylogeny	0	0	5	9	PR-AUC	0.37136605460424965
879	200000	no-phylogeny	0	0	5	9	ROC-AUC	0.5252636890330391
880	200000	no-phylogeny	0	0	6	0	PR-AUC	0.34794072024227657
881	200000	no-phylogeny	0	0	6	0	ROC-AUC	0.49831968964834594
882	200000	no-phylogeny	0	0	6	1	PR-AUC	0.37479161935332184
883	200000	no-phylogeny	0	0	6	1	ROC-AUC	0.5385191872040281
884	200000	no-phylogeny	0	0	6	2	PR-AUC	0.36195824772442364
885	200000	no-phylogeny	0	0	6	2	ROC-AUC	0.5323223576038641
886	200000	no-phylogeny	0	0	6	3	PR-AUC	0.36417122556142795
887	200000	no-phylogeny	0	0	6	3	ROC-AUC	0.5316516022469125
888	200000	no-phylogeny	0	0	6	4	PR-AUC	0.3432652721405807
889	200000	no-phylogeny	0	0	6	4	ROC-AUC	0.5066052765500458
890	200000	no-phylogeny	0	0	6	5	PR-AUC	0.34885348688587187
891	200000	no-phylogeny	0	0	6	5	ROC-AUC	0.502057576903464
892	200000	no-phylogeny	0	0	6	6	PR-AUC	0.3553765940620994
893	200000	no-phylogeny	0	0	6	6	ROC-AUC	0.5100356988266875
894	200000	no-phylogeny	0	0	6	7	PR-AUC	0.3708632909003779
895	200000	no-phylogeny	0	0	6	7	ROC-AUC	0.5290102672359001
896	200000	no-phylogeny	0	0	6	8	PR-AUC	0.36135971462008726
897	200000	no-phylogeny	0	0	6	8	ROC-AUC	0.5313414710986561
898	200000	no-phylogeny	0	0	6	9	PR-AUC	0.346622521646147
899	200000	no-phylogeny	0	0	6	9	ROC-AUC	0.5168238327522233
900	200000	no-phylogeny	0	0	7	0	PR-AUC	0.36081103977346124
901	200000	no-phylogeny	0	0	7	0	ROC-AUC	0.5328143531026789
902	200000	no-phylogeny	0	0	7	1	PR-AUC	0.31902097621646225
903	200000	no-phylogeny	0	0	7	1	ROC-AUC	0.4677336090753788
904	200000	no-phylogeny	0	0	7	2	PR-AUC	0.3462862791148102
905	200000	no-phylogeny	0	0	7	2	ROC-AUC	0.5130033214750258
906	200000	no-phylogeny	0	0	7	3	PR-AUC	0.35432004502666276
907	200000	no-phylogeny	0	0	7	3	ROC-AUC	0.5209525679972685
908	200000	no-phylogeny	0	0	7	4	PR-AUC	0.3547444874254592
909	200000	no-phylogeny	0	0	7	4	ROC-AUC	0.5335154109453696
910	200000	no-phylogeny	0	0	7	5	PR-AUC	0.32928532571713126
911	200000	no-phylogeny	0	0	7	5	ROC-AUC	0.484978939801959
912	200000	no-phylogeny	0	0	7	6	PR-AUC	0.35688230790478964
913	200000	no-phylogeny	0	0	7	6	ROC-AUC	0.5349454109575955
914	200000	no-phylogeny	0	0	7	7	PR-AUC	0.324803830978456
915	200000	no-phylogeny	0	0	7	7	ROC-AUC	0.4773558389310149
916	200000	no-phylogeny	0	0	7	8	PR-AUC	0.33567805622347985
917	200000	no-phylogeny	0	0	7	8	ROC-AUC	0.49327597154339564
918	200000	no-phylogeny	0	0	7	9	PR-AUC	0.33625226453663287
919	200000	no-phylogeny	0	0	7	9	ROC-AUC	0.49633671562581344
920	200000	no-phylogeny	0	0	8	0	PR-AUC	0.32955042506947135
921	200000	no-phylogeny	0	0	8	0	ROC-AUC	0.47428575072255613
922	200000	no-phylogeny	0	0	8	1	PR-AUC	0.3531929128809013
923	200000	no-phylogeny	0	0	8	1	ROC-AUC	0.5125459678346324
924	200000	no-phylogeny	0	0	8	2	PR-AUC	0.3384403895920354
925	200000	no-phylogeny	0	0	8	2	ROC-AUC	0.499608595638964
926	200000	no-phylogeny	0	0	8	3	PR-AUC	0.34740490439629745
927	200000	no-phylogeny	0	0	8	3	ROC-AUC	0.5210764325710998
928	200000	no-phylogeny	0	0	8	4	PR-AUC	0.3925619311748468
929	200000	no-phylogeny	0	0	8	4	ROC-AUC	0.5511371424668083
930	200000	no-phylogeny	0	0	8	5	PR-AUC	0.3489350886904161
931	200000	no-phylogeny	0	0	8	5	ROC-AUC	0.5046188362026152
932	200000	no-phylogeny	0	0	8	6	PR-AUC	0.346389999516955
933	200000	no-phylogeny	0	0	8	6	ROC-AUC	0.5211028526485517
934	200000	no-phylogeny	0	0	8	7	PR-AUC	0.31097797238312047
935	200000	no-phylogeny	0	0	8	7	ROC-AUC	0.436752252454631
936	200000	no-phylogeny	0	0	8	8	PR-AUC	0.3381480810589168
937	200000	no-phylogeny	0	0	8	8	ROC-AUC	0.4839672877343699
938	200000	no-phylogeny	0	0	8	9	PR-AUC	0.34459416610279486
939	200000	no-phylogeny	0	0	8	9	ROC-AUC	0.5024813179848425
940	200000	no-phylogeny	0	0	9	0	PR-AUC	0.32102304620413497
941	200000	no-phylogeny	0	0	9	0	ROC-AUC	0.4511243912068927
942	200000	no-phylogeny	0	0	9	1	PR-AUC	0.3269421582324368
943	200000	no-phylogeny	0	0	9	1	ROC-AUC	0.44966850323008556
944	200000	no-phylogeny	0	0	9	2	PR-AUC	0.31454862485230023
945	200000	no-phylogeny	0	0	9	2	ROC-AUC	0.4605149513672952
946	200000	no-phylogeny	0	0	9	3	PR-AUC	0.3343808039693883
947	200000	no-phylogeny	0	0	9	3	ROC-AUC	0.4903864496158636
948	200000	no-phylogeny	0	0	9	4	PR-AUC	0.3373747305545829
949	200000	no-phylogeny	0	0	9	4	ROC-AUC	0.4883322740196896
950	200000	no-phylogeny	0	0	9	5	PR-AUC	0.30261192834707723
951	200000	no-phylogeny	0	0	9	5	ROC-AUC	0.4366321014683334
952	200000	no-phylogeny	0	0	9	6	PR-AUC	0.346977245837353
953	200000	no-phylogeny	0	0	9	6	ROC-AUC	0.5065579437921036
954	200000	no-phylogeny	0	0	9	7	PR-AUC	0.3278889374055595
955	200000	no-phylogeny	0	0	9	7	ROC-AUC	0.4732658799757344
956	200000	no-phylogeny	0	0	9	8	PR-AUC	0.33392022902452134
957	200000	no-phylogeny	0	0	9	8	ROC-AUC	0.4832637963945752
958	200000	no-phylogeny	0	0	9	9	PR-AUC	0.3504855962846032
959	200000	no-phylogeny	0	0	9	9	ROC-AUC	0.49865657115469425
960	20000	no-phylogeny	0	0	0	0	PR-AUC	0.3345632130048321
961	20000	no-phylogeny	0	0	0	0	ROC-AUC	0.4835864336484819
962	20000	no-phylogeny	0	0	0	1	PR-AUC	0.33383215806836875
963	20000	no-phylogeny	0	0	0	1	ROC-AUC	0.49215613680867115
964	20000	no-phylogeny	0	0	0	2	PR-AUC	0.3577994910319073
965	20000	no-phylogeny	0	0	0	2	ROC-AUC	0.5182254178286064
966	20000	no-phylogeny	0	0	0	3	PR-AUC	0.3429852343210899
967	20000	no-phylogeny	0	0	0	3	ROC-AUC	0.506764591652911
968	20000	no-phylogeny	0	0	0	4	PR-AUC	0.32837759854727117
969	20000	no-phylogeny	0	0	0	4	ROC-AUC	0.4716177234184138
970	20000	no-phylogeny	0	0	0	5	PR-AUC	0.3367026007614102
971	20000	no-phylogeny	0	0	0	5	ROC-AUC	0.5026897475420843
972	20000	no-phylogeny	0	0	0	6	PR-AUC	0.3419111819584542
973	20000	no-phylogeny	0	0	0	6	ROC-AUC	0.5078062040217841
974	20000	no-phylogeny	0	0	0	7	PR-AUC	0.33972843153165094
975	20000	no-phylogeny	0	0	0	7	ROC-AUC	0.4962805194143343
976	20000	no-phylogeny	0	0	0	8	PR-AUC	0.3353056868316486
977	20000	no-phylogeny	0	0	0	8	ROC-AUC	0.5022187606168301
978	20000	no-phylogeny	0	0	0	9	PR-AUC	0.367301028828989
979	20000	no-phylogeny	0	0	0	9	ROC-AUC	0.5268864958555034
980	20000	no-phylogeny	0	0	1	0	PR-AUC	0.34932069617298317
981	20000	no-phylogeny	0	0	1	0	ROC-AUC	0.5149902290780582
982	20000	no-phylogeny	0	0	1	1	PR-AUC	0.3438421814301417
983	20000	no-phylogeny	0	0	1	1	ROC-AUC	0.5032599364940632
984	20000	no-phylogeny	0	0	1	2	PR-AUC	0.3574533424423718
985	20000	no-phylogeny	0	0	1	2	ROC-AUC	0.5203282164288996
986	20000	no-phylogeny	0	0	1	3	PR-AUC	0.34685020403561295
987	20000	no-phylogeny	0	0	1	3	ROC-AUC	0.5056171397563302
988	20000	no-phylogeny	0	0	1	4	PR-AUC	0.38443179040438685
989	20000	no-phylogeny	0	0	1	4	ROC-AUC	0.572659050790535
990	20000	no-phylogeny	0	0	1	5	PR-AUC	0.3274288171700295
991	20000	no-phylogeny	0	0	1	5	ROC-AUC	0.48556010110216347
992	20000	no-phylogeny	0	0	1	6	PR-AUC	0.36117729735285503
993	20000	no-phylogeny	0	0	1	6	ROC-AUC	0.5220274333825842
994	20000	no-phylogeny	0	0	1	7	PR-AUC	0.35869330567921304
995	20000	no-phylogeny	0	0	1	7	ROC-AUC	0.5398714684763148
996	20000	no-phylogeny	0	0	1	8	PR-AUC	0.3438796021596351
997	20000	no-phylogeny	0	0	1	8	ROC-AUC	0.5062228660500452
998	20000	no-phylogeny	0	0	1	9	PR-AUC	0.3474638438741769
999	20000	no-phylogeny	0	0	1	9	ROC-AUC	0.5202693429667167
1000	20000	no-phylogeny	0	0	2	0	PR-AUC	0.3551719464102027
1001	20000	no-phylogeny	0	0	2	0	ROC-AUC	0.5209855673872615
1002	20000	no-phylogeny	0	0	2	1	PR-AUC	0.3597379554412175
1003	20000	no-phylogeny	0	0	2	1	ROC-AUC	0.5303158620597522
1004	20000	no-phylogeny	0	0	2	2	PR-AUC	0.3744833847997482
1005	20000	no-phylogeny	0	0	2	2	ROC-AUC	0.5366944516000673
1006	20000	no-phylogeny	0	0	2	3	PR-AUC	0.3749021333245917
1007	20000	no-phylogeny	0	0	2	3	ROC-AUC	0.5488031537499763
1008	20000	no-phylogeny	0	0	2	4	PR-AUC	0.3743406001544585
1009	20000	no-phylogeny	0	0	2	4	ROC-AUC	0.5244078300429997
1010	20000	no-phylogeny	0	0	2	5	PR-AUC	0.37322574444827267
1011	20000	no-phylogeny	0	0	2	5	ROC-AUC	0.5483413884745335
1012	20000	no-phylogeny	0	0	2	6	PR-AUC	0.3771723292119558
1013	20000	no-phylogeny	0	0	2	6	ROC-AUC	0.538645422591491
1014	20000	no-phylogeny	0	0	2	7	PR-AUC	0.3874977856137636
1015	20000	no-phylogeny	0	0	2	7	ROC-AUC	0.5407388275006099
1016	20000	no-phylogeny	0	0	2	8	PR-AUC	0.3688253254647848
1017	20000	no-phylogeny	0	0	2	8	ROC-AUC	0.5313276166357923
1018	20000	no-phylogeny	0	0	2	9	PR-AUC	0.3701408793592869
1019	20000	no-phylogeny	0	0	2	9	ROC-AUC	0.541587719165164
1020	20000	no-phylogeny	0	0	3	0	PR-AUC	0.3304802068801838
1021	20000	no-phylogeny	0	0	3	0	ROC-AUC	0.4806836319779149
1022	20000	no-phylogeny	0	0	3	1	PR-AUC	0.31551038225823475
1023	20000	no-phylogeny	0	0	3	1	ROC-AUC	0.4674271781032828
1024	20000	no-phylogeny	0	0	3	2	PR-AUC	0.3391725120136595
1025	20000	no-phylogeny	0	0	3	2	ROC-AUC	0.48055682227055013
1026	20000	no-phylogeny	0	0	3	3	PR-AUC	0.35023612763180884
1027	20000	no-phylogeny	0	0	3	3	ROC-AUC	0.5033140128607813
1028	20000	no-phylogeny	0	0	3	4	PR-AUC	0.3401524372242302
1029	20000	no-phylogeny	0	0	3	4	ROC-AUC	0.48852895652239203
1030	20000	no-phylogeny	0	0	3	5	PR-AUC	0.33576334607899844
1031	20000	no-phylogeny	0	0	3	5	ROC-AUC	0.4986322913671139
1032	20000	no-phylogeny	0	0	3	6	PR-AUC	0.32260434487786477
1033	20000	no-phylogeny	0	0	3	6	ROC-AUC	0.4849833019151852
1034	20000	no-phylogeny	0	0	3	7	PR-AUC	0.3302787683782598
1035	20000	no-phylogeny	0	0	3	7	ROC-AUC	0.4785889147169824
1036	20000	no-phylogeny	0	0	3	8	PR-AUC	0.331806756036209
1037	20000	no-phylogeny	0	0	3	8	ROC-AUC	0.48320196190959736
1038	20000	no-phylogeny	0	0	3	9	PR-AUC	0.3191548746788098
1039	20000	no-phylogeny	0	0	3	9	ROC-AUC	0.4622507455177967
1040	20000	no-phylogeny	0	0	4	0	PR-AUC	0.34290562605292735
1041	20000	no-phylogeny	0	0	4	0	ROC-AUC	0.5017082537902744
1042	20000	no-phylogeny	0	0	4	1	PR-AUC	0.3321141494866214
1043	20000	no-phylogeny	0	0	4	1	ROC-AUC	0.4941822188544942
1044	20000	no-phylogeny	0	0	4	2	PR-AUC	0.3447484787727553
1045	20000	no-phylogeny	0	0	4	2	ROC-AUC	0.49667313600539353
1046	20000	no-phylogeny	0	0	4	3	PR-AUC	0.3377304893615752
1047	20000	no-phylogeny	0	0	4	3	ROC-AUC	0.4940313002287758
1048	20000	no-phylogeny	0	0	4	4	PR-AUC	0.35040220259645727
1049	20000	no-phylogeny	0	0	4	4	ROC-AUC	0.4932032195471729
1050	20000	no-phylogeny	0	0	4	5	PR-AUC	0.3449530160275885
1051	20000	no-phylogeny	0	0	4	5	ROC-AUC	0.5142557626298546
1052	20000	no-phylogeny	0	0	4	6	PR-AUC	0.3662611851564653
1053	20000	no-phylogeny	0	0	4	6	ROC-AUC	0.5419252240349839
1054	20000	no-phylogeny	0	0	4	7	PR-AUC	0.35515314459575337
1055	20000	no-phylogeny	0	0	4	7	ROC-AUC	0.5106774505996378
1056	20000	no-phylogeny	0	0	4	8	PR-AUC	0.3709754521826107
1057	20000	no-phylogeny	0	0	4	8	ROC-AUC	0.5434595270115542
1058	20000	no-phylogeny	0	0	4	9	PR-AUC	0.346226815337134
1059	20000	no-phylogeny	0	0	4	9	ROC-AUC	0.524726591427516
1060	20000	no-phylogeny	0	0	5	0	PR-AUC	0.3336346386485432
1061	20000	no-phylogeny	0	0	5	0	ROC-AUC	0.4948698876985451
1062	20000	no-phylogeny	0	0	5	1	PR-AUC	0.32009106637563206
1063	20000	no-phylogeny	0	0	5	1	ROC-AUC	0.4813413105740822
1064	20000	no-phylogeny	0	0	5	2	PR-AUC	0.30384439954937215
1065	20000	no-phylogeny	0	0	5	2	ROC-AUC	0.4426482547063104
1066	20000	no-phylogeny	0	0	5	3	PR-AUC	0.371632931649235
1067	20000	no-phylogeny	0	0	5	3	ROC-AUC	0.5369603814216578
1068	20000	no-phylogeny	0	0	5	4	PR-AUC	0.37299239390752287
1069	20000	no-phylogeny	0	0	5	4	ROC-AUC	0.5287779170199011
1070	20000	no-phylogeny	0	0	5	5	PR-AUC	0.3208593430251543
1071	20000	no-phylogeny	0	0	5	5	ROC-AUC	0.4651644128150836
1072	20000	no-phylogeny	0	0	5	6	PR-AUC	0.3354109862800813
1073	20000	no-phylogeny	0	0	5	6	ROC-AUC	0.4775524783098029
1074	20000	no-phylogeny	0	0	5	7	PR-AUC	0.3669097600100591
1075	20000	no-phylogeny	0	0	5	7	ROC-AUC	0.5389037814781173
1076	20000	no-phylogeny	0	0	5	8	PR-AUC	0.34090225202169516
1077	20000	no-phylogeny	0	0	5	8	ROC-AUC	0.4944419354818723
1078	20000	no-phylogeny	0	0	5	9	PR-AUC	0.3463785438238802
1079	20000	no-phylogeny	0	0	5	9	ROC-AUC	0.503102203977485
1080	20000	no-phylogeny	0	0	6	0	PR-AUC	0.33480283674882244
1081	20000	no-phylogeny	0	0	6	0	ROC-AUC	0.47925673010351205
1082	20000	no-phylogeny	0	0	6	1	PR-AUC	0.3242360036326829
1083	20000	no-phylogeny	0	0	6	1	ROC-AUC	0.479774750859784
1084	20000	no-phylogeny	0	0	6	2	PR-AUC	0.33830326662287763
1085	20000	no-phylogeny	0	0	6	2	ROC-AUC	0.5042840677183117
1086	20000	no-phylogeny	0	0	6	3	PR-AUC	0.3532925159976494
1087	20000	no-phylogeny	0	0	6	3	ROC-AUC	0.5384302261587585
1088	20000	no-phylogeny	0	0	6	4	PR-AUC	0.3506390891498176
1089	20000	no-phylogeny	0	0	6	4	ROC-AUC	0.5212905441984429
1090	20000	no-phylogeny	0	0	6	5	PR-AUC	0.34636861338499303
1091	20000	no-phylogeny	0	0	6	5	ROC-AUC	0.5084830524446765
1092	20000	no-phylogeny	0	0	6	6	PR-AUC	0.3490179367982642
1093	20000	no-phylogeny	0	0	6	6	ROC-AUC	0.513449311191767
1094	20000	no-phylogeny	0	0	6	7	PR-AUC	0.32989037737356536
1095	20000	no-phylogeny	0	0	6	7	ROC-AUC	0.49690303713174705
1096	20000	no-phylogeny	0	0	6	8	PR-AUC	0.350052196617759
1097	20000	no-phylogeny	0	0	6	8	ROC-AUC	0.5204441897254023
1098	20000	no-phylogeny	0	0	6	9	PR-AUC	0.3494600895343374
1099	20000	no-phylogeny	0	0	6	9	ROC-AUC	0.5214042050144296
1100	20000	no-phylogeny	0	0	7	0	PR-AUC	0.34721101392517567
1101	20000	no-phylogeny	0	0	7	0	ROC-AUC	0.5098933727326007
1102	20000	no-phylogeny	0	0	7	1	PR-AUC	0.35998485487899295
1103	20000	no-phylogeny	0	0	7	1	ROC-AUC	0.5160319552740505
1104	20000	no-phylogeny	0	0	7	2	PR-AUC	0.3351918158293253
1105	20000	no-phylogeny	0	0	7	2	ROC-AUC	0.4770053867735178
1106	20000	no-phylogeny	0	0	7	3	PR-AUC	0.31132453547149125
1107	20000	no-phylogeny	0	0	7	3	ROC-AUC	0.443922910576435
1108	20000	no-phylogeny	0	0	7	4	PR-AUC	0.3560309314623402
1109	20000	no-phylogeny	0	0	7	4	ROC-AUC	0.514441951650714
1110	20000	no-phylogeny	0	0	7	5	PR-AUC	0.3483480946521971
1111	20000	no-phylogeny	0	0	7	5	ROC-AUC	0.4824035624153222
1112	20000	no-phylogeny	0	0	7	6	PR-AUC	0.33152735144466644
1113	20000	no-phylogeny	0	0	7	6	ROC-AUC	0.478632732478739
