	read depth	percent tips shuffles	fold tips subset	fold shuffle	fold depth	fold evaluation	metric	score
3611	2000	0.25	0	0	2	5	ROC-AUC	0.8152891883228616
3612	2000	0.25	0	0	2	6	PR-AUC	0.649357872501512
3613	2000	0.25	0	0	2	6	ROC-AUC	0.7964043096496808
3614	2000	0.25	0	0	2	7	PR-AUC	0.6820516171104528
3615	2000	0.25	0	0	2	7	ROC-AUC	0.8257832197787303
3616	2000	0.25	0	0	2	8	PR-AUC	0.6958515871652784
3617	2000	0.25	0	0	2	8	ROC-AUC	0.8401513332059721
3618	2000	0.25	0	0	2	9	PR-AUC	0.5932946319464286
3619	2000	0.25	0	0	2	9	ROC-AUC	0.7617367521976796
3620	2000	0.25	0	0	3	0	PR-AUC	0.6579244513012598
3621	2000	0.25	0	0	3	0	ROC-AUC	0.8036160528484309
3622	2000	0.25	0	0	3	1	PR-AUC	0.7068315765529611
3623	2000	0.25	0	0	3	1	ROC-AUC	0.8346039256227581
3624	2000	0.25	0	0	3	2	PR-AUC	0.7369043752398889
3625	2000	0.25	0	0	3	2	ROC-AUC	0.8500663165633716
3626	2000	0.25	0	0	3	3	PR-AUC	0.6868245176819766
3627	2000	0.25	0	0	3	3	ROC-AUC	0.8230589295600943
3628	2000	0.25	0	0	3	4	PR-AUC	0.698671245121404
3629	2000	0.25	0	0	3	4	ROC-AUC	0.8350367075031361
3630	2000	0.25	0	0	3	5	PR-AUC	0.7504692138578887
3631	2000	0.25	0	0	3	5	ROC-AUC	0.8557911355212644
3632	2000	0.25	0	0	3	6	PR-AUC	0.6983056365179684
3633	2000	0.25	0	0	3	6	ROC-AUC	0.8285245512694018
3634	2000	0.25	0	0	3	7	PR-AUC	0.6694098469535344
3635	2000	0.25	0	0	3	7	ROC-AUC	0.8170622318099893
3636	2000	0.25	0	0	3	8	PR-AUC	0.6968572310598473
3637	2000	0.25	0	0	3	8	ROC-AUC	0.8273493572255163
3638	2000	0.25	0	0	3	9	PR-AUC	0.7276702339029816
3639	2000	0.25	0	0	3	9	ROC-AUC	0.8349351949724929
3640	2000	0.25	0	0	4	0	PR-AUC	0.718601426312678
3641	2000	0.25	0	0	4	0	ROC-AUC	0.8323295303259054
3642	2000	0.25	0	0	4	1	PR-AUC	0.6550130902357639
3643	2000	0.25	0	0	4	1	ROC-AUC	0.7975010911302242
3644	2000	0.25	0	0	4	2	PR-AUC	0.6959886011801423
3645	2000	0.25	0	0	4	2	ROC-AUC	0.8247620085562035
3646	2000	0.25	0	0	4	3	PR-AUC	0.6814036883203368
3647	2000	0.25	0	0	4	3	ROC-AUC	0.8147123436584822
3648	2000	0.25	0	0	4	4	PR-AUC	0.7131821132146262
3649	2000	0.25	0	0	4	4	ROC-AUC	0.8384421035535276
3650	2000	0.25	0	0	4	5	PR-AUC	0.7042815532574161
3651	2000	0.25	0	0	4	5	ROC-AUC	0.8359175206220056
3652	2000	0.25	0	0	4	6	PR-AUC	0.723068669339355
3653	2000	0.25	0	0	4	6	ROC-AUC	0.8390545694401629
3654	2000	0.25	0	0	4	7	PR-AUC	0.6763041010719522
3655	2000	0.25	0	0	4	7	ROC-AUC	0.820724374451865
3656	2000	0.25	0	0	4	8	PR-AUC	0.6634620118976368
3657	2000	0.25	0	0	4	8	ROC-AUC	0.8046754285720933
3658	2000	0.25	0	0	4	9	PR-AUC	0.6998740050555643
3659	2000	0.25	0	0	4	9	ROC-AUC	0.8235102102939954
3660	2000	0.25	0	0	5	0	PR-AUC	0.6672657076402654
3661	2000	0.25	0	0	5	0	ROC-AUC	0.7990363977740201
3662	2000	0.25	0	0	5	1	PR-AUC	0.6516628758188819
3663	2000	0.25	0	0	5	1	ROC-AUC	0.8046858826436286
3664	2000	0.25	0	0	5	2	PR-AUC	0.6889935700674247
3665	2000	0.25	0	0	5	2	ROC-AUC	0.8254064066666146
3666	2000	0.25	0	0	5	3	PR-AUC	0.6231610478195436
3667	2000	0.25	0	0	5	3	ROC-AUC	0.7859131293629552
3668	2000	0.25	0	0	5	4	PR-AUC	0.6735170720312524
3669	2000	0.25	0	0	5	4	ROC-AUC	0.8232503694460064
3670	2000	0.25	0	0	5	5	PR-AUC	0.7380148334387114
3671	2000	0.25	0	0	5	5	ROC-AUC	0.8500770645056129
3672	2000	0.25	0	0	5	6	PR-AUC	0.6706219313562651
3673	2000	0.25	0	0	5	6	ROC-AUC	0.8161132972456899
3674	2000	0.25	0	0	5	7	PR-AUC	0.6890007585187833
3675	2000	0.25	0	0	5	7	ROC-AUC	0.820033495731891
3676	2000	0.25	0	0	5	8	PR-AUC	0.7026477421553486
3677	2000	0.25	0	0	5	8	ROC-AUC	0.8279458082506497
3678	2000	0.25	0	0	5	9	PR-AUC	0.6550856860721338
3679	2000	0.25	0	0	5	9	ROC-AUC	0.8025527021186614
3680	2000	0.25	0	0	6	0	PR-AUC	0.7155205883409322
3681	2000	0.25	0	0	6	0	ROC-AUC	0.8368255878068919
3682	2000	0.25	0	0	6	1	PR-AUC	0.757534161821617
3683	2000	0.25	0	0	6	1	ROC-AUC	0.8723424798526204
3684	2000	0.25	0	0	6	2	PR-AUC	0.7183992075996198
3685	2000	0.25	0	0	6	2	ROC-AUC	0.8477084835885633
3686	2000	0.25	0	0	6	3	PR-AUC	0.782561321097015
3687	2000	0.25	0	0	6	3	ROC-AUC	0.8787126761843155
3688	2000	0.25	0	0	6	4	PR-AUC	0.7456271851911604
3689	2000	0.25	0	0	6	4	ROC-AUC	0.8622914399021043
3690	2000	0.25	0	0	6	5	PR-AUC	0.7204040239520605
3691	2000	0.25	0	0	6	5	ROC-AUC	0.8438263022129288
3692	2000	0.25	0	0	6	6	PR-AUC	0.7725878671812882
3693	2000	0.25	0	0	6	6	ROC-AUC	0.8796001180039337
3694	2000	0.25	0	0	6	7	PR-AUC	0.7233511072595403
3695	2000	0.25	0	0	6	7	ROC-AUC	0.8544756856730559
3696	2000	0.25	0	0	6	8	PR-AUC	0.7624047975161329
3697	2000	0.25	0	0	6	8	ROC-AUC	0.8734348718737843
3698	2000	0.25	0	0	6	9	PR-AUC	0.766897817642784
3699	2000	0.25	0	0	6	9	ROC-AUC	0.8663237156587336
3700	2000	0.25	0	0	7	0	PR-AUC	0.6894811176474537
3701	2000	0.25	0	0	7	0	ROC-AUC	0.8292120510162523
3702	2000	0.25	0	0	7	1	PR-AUC	0.6725354067541138
3703	2000	0.25	0	0	7	1	ROC-AUC	0.8187114543254533
3704	2000	0.25	0	0	7	2	PR-AUC	0.6643966526839988
3705	2000	0.25	0	0	7	2	ROC-AUC	0.8010993795300566
3706	2000	0.25	0	0	7	3	PR-AUC	0.6596955391037892
3707	2000	0.25	0	0	7	3	ROC-AUC	0.8096635613400748
3708	2000	0.25	0	0	7	4	PR-AUC	0.6799061217751646
3709	2000	0.25	0	0	7	4	ROC-AUC	0.8186507620842137
3710	2000	0.25	0	0	7	5	PR-AUC	0.6496351231747884
3711	2000	0.25	0	0	7	5	ROC-AUC	0.8093104946512845
3712	2000	0.25	0	0	7	6	PR-AUC	0.6950235872815059
3713	2000	0.25	0	0	7	6	ROC-AUC	0.8253463999295608
3714	2000	0.25	0	0	7	7	PR-AUC	0.6640335193286455
3715	2000	0.25	0	0	7	7	ROC-AUC	0.8177687013095385
3716	2000	0.25	0	0	7	8	PR-AUC	0.6641524869879588
3717	2000	0.25	0	0	7	8	ROC-AUC	0.8132494813749771
3718	2000	0.25	0	0	7	9	PR-AUC	0.6654364863645891
3719	2000	0.25	0	0	7	9	ROC-AUC	0.8223559403764343
3720	2000	0.25	0	0	8	0	PR-AUC	0.6813143670239953
3721	2000	0.25	0	0	8	0	ROC-AUC	0.8135185789290426
3722	2000	0.25	0	0	8	1	PR-AUC	0.6935161126236128
3723	2000	0.25	0	0	8	1	ROC-AUC	0.8171937217807189
3724	2000	0.25	0	0	8	2	PR-AUC	0.687963656624533
3725	2000	0.25	0	0	8	2	ROC-AUC	0.8202354612366284
3726	2000	0.25	0	0	8	3	PR-AUC	0.6474551587989368
3727	2000	0.25	0	0	8	3	ROC-AUC	0.7973167851430357
3728	2000	0.25	0	0	8	4	PR-AUC	0.7119066807080765
3729	2000	0.25	0	0	8	4	ROC-AUC	0.8492384629066292
3730	2000	0.25	0	0	8	5	PR-AUC	0.6898417788178163
3731	2000	0.25	0	0	8	5	ROC-AUC	0.8134520617101839
3732	2000	0.25	0	0	8	6	PR-AUC	0.6625197366109753
3733	2000	0.25	0	0	8	6	ROC-AUC	0.8122356951472717
3734	2000	0.25	0	0	8	7	PR-AUC	0.7496862254796918
3735	2000	0.25	0	0	8	7	ROC-AUC	0.8501808233574368
3736	2000	0.25	0	0	8	8	PR-AUC	0.754385804596931
3737	2000	0.25	0	0	8	8	ROC-AUC	0.8597749740941852
3738	2000	0.25	0	0	8	9	PR-AUC	0.7234239550615289
3739	2000	0.25	0	0	8	9	ROC-AUC	0.8451189117873793
3740	2000	0.25	0	0	9	0	PR-AUC	0.6575494643939614
3741	2000	0.25	0	0	9	0	ROC-AUC	0.7859965899851037
3742	2000	0.25	0	0	9	1	PR-AUC	0.6432657131967632
3743	2000	0.25	0	0	9	1	ROC-AUC	0.7786073162316169
3744	2000	0.25	0	0	9	2	PR-AUC	0.6958526568695224
3745	2000	0.25	0	0	9	2	ROC-AUC	0.8354469484283138
3746	2000	0.25	0	0	9	3	PR-AUC	0.6944141497980052
3747	2000	0.25	0	0	9	3	ROC-AUC	0.8213393776719232
3748	2000	0.25	0	0	9	4	PR-AUC	0.6343711884330249
3749	2000	0.25	0	0	9	4	ROC-AUC	0.7887611715041251
3750	2000	0.25	0	0	9	5	PR-AUC	0.6785562162310326
3751	2000	0.25	0	0	9	5	ROC-AUC	0.8082865093358486
3752	2000	0.25	0	0	9	6	PR-AUC	0.676574361161311
3753	2000	0.25	0	0	9	6	ROC-AUC	0.821575507059781
3754	2000	0.25	0	0	9	7	PR-AUC	0.6703827971431223
3755	2000	0.25	0	0	9	7	ROC-AUC	0.8240527081593819
3756	2000	0.25	0	0	9	8	PR-AUC	0.6367960928931841
3757	2000	0.25	0	0	9	8	ROC-AUC	0.7936748031817847
3758	2000	0.25	0	0	9	9	PR-AUC	0.655316305974488
3759	2000	0.25	0	0	9	9	ROC-AUC	0.8001660402541857
3760	200	0.25	0	0	0	0	PR-AUC	0.49142127738487834
3761	200	0.25	0	0	0	0	ROC-AUC	0.6715171978889186
3762	200	0.25	0	0	0	1	PR-AUC	0.5848425655961574
3763	200	0.25	0	0	0	1	ROC-AUC	0.7578714464395687
3764	200	0.25	0	0	0	2	PR-AUC	0.49913559223952086
3765	200	0.25	0	0	0	2	ROC-AUC	0.6900768742121027
3766	200	0.25	0	0	0	3	PR-AUC	0.5250464025409847
3767	200	0.25	0	0	0	3	ROC-AUC	0.7067639859562561
3768	200	0.25	0	0	0	4	PR-AUC	0.55444428344133
3769	200	0.25	0	0	0	4	ROC-AUC	0.7190664788969053
3770	200	0.25	0	0	0	5	PR-AUC	0.563699974346932
3771	200	0.25	0	0	0	5	ROC-AUC	0.729429978488013
3772	200	0.25	0	0	0	6	PR-AUC	0.5530001540776401
3773	200	0.25	0	0	0	6	ROC-AUC	0.7304070145394613
3774	200	0.25	0	0	0	7	PR-AUC	0.5673211051495761
3775	200	0.25	0	0	0	7	ROC-AUC	0.7305066522072902
3776	200	0.25	0	0	0	8	PR-AUC	0.5351054154781748
3777	200	0.25	0	0	0	8	ROC-AUC	0.7150559700839662
3778	200	0.25	0	0	0	9	PR-AUC	0.5470633061208624
3779	200	0.25	0	0	0	9	ROC-AUC	0.7348132488120401
3780	200	0.25	0	0	1	0	PR-AUC	0.5094350364223937
3781	200	0.25	0	0	1	0	ROC-AUC	0.6994655429827583
3782	200	0.25	0	0	1	1	PR-AUC	0.536442121658503
3783	200	0.25	0	0	1	1	ROC-AUC	0.7164752431197036
3784	200	0.25	0	0	1	2	PR-AUC	0.4786110271235082
3785	200	0.25	0	0	1	2	ROC-AUC	0.6764802971997135
3786	200	0.25	0	0	1	3	PR-AUC	0.5090667558870733
3787	200	0.25	0	0	1	3	ROC-AUC	0.6889355900802507
3788	200	0.25	0	0	1	4	PR-AUC	0.5126829931245411
3789	200	0.25	0	0	1	4	ROC-AUC	0.7051593125011287
3790	200	0.25	0	0	1	5	PR-AUC	0.4581938403808207
3791	200	0.25	0	0	1	5	ROC-AUC	0.6593109821842856
3792	200	0.25	0	0	1	6	PR-AUC	0.5367584325593482
3793	200	0.25	0	0	1	6	ROC-AUC	0.7072773422453542
3794	200	0.25	0	0	1	7	PR-AUC	0.4938801473494914
3795	200	0.25	0	0	1	7	ROC-AUC	0.6833953383272351
3796	200	0.25	0	0	1	8	PR-AUC	0.5197952199988912
3797	200	0.25	0	0	1	8	ROC-AUC	0.7208530538865774
3798	200	0.25	0	0	1	9	PR-AUC	0.5412921640510352
3799	200	0.25	0	0	1	9	ROC-AUC	0.7135268231436996
3800	200	0.25	0	0	2	0	PR-AUC	0.5776770281010425
3801	200	0.25	0	0	2	0	ROC-AUC	0.7270822021827289
3802	200	0.25	0	0	2	1	PR-AUC	0.5410703797574482
3803	200	0.25	0	0	2	1	ROC-AUC	0.7078650282054172
3804	200	0.25	0	0	2	2	PR-AUC	0.5362575558375255
3805	200	0.25	0	0	2	2	ROC-AUC	0.7122686882351911
3806	200	0.25	0	0	2	3	PR-AUC	0.5366741918457815
3807	200	0.25	0	0	2	3	ROC-AUC	0.7251073557270514
3808	200	0.25	0	0	2	4	PR-AUC	0.5535572144668253
3809	200	0.25	0	0	2	4	ROC-AUC	0.7058533650741178
3810	200	0.25	0	0	2	5	PR-AUC	0.5180981689878772
3811	200	0.25	0	0	2	5	ROC-AUC	0.696005963820184
3812	200	0.25	0	0	2	6	PR-AUC	0.5770097831380441
3813	200	0.25	0	0	2	6	ROC-AUC	0.7422630943200353
3814	200	0.25	0	0	2	7	PR-AUC	0.532676600142236
3815	200	0.25	0	0	2	7	ROC-AUC	0.6863698352719809
3816	200	0.25	0	0	2	8	PR-AUC	0.5748272236845551
3817	200	0.25	0	0	2	8	ROC-AUC	0.7258347613028144
3818	200	0.25	0	0	2	9	PR-AUC	0.5135852236264865
3819	200	0.25	0	0	2	9	ROC-AUC	0.685168594468578
3820	200	0.25	0	0	3	0	PR-AUC	0.5922863893776712
3821	200	0.25	0	0	3	0	ROC-AUC	0.7439858452234422
3822	200	0.25	0	0	3	1	PR-AUC	0.5505524598616747
3823	200	0.25	0	0	3	1	ROC-AUC	0.7145769419198551
3824	200	0.25	0	0	3	2	PR-AUC	0.5463031775309909
3825	200	0.25	0	0	3	2	ROC-AUC	0.7148644210871237
3826	200	0.25	0	0	3	3	PR-AUC	0.606084630758159
3827	200	0.25	0	0	3	3	ROC-AUC	0.7652881209345649
3828	200	0.25	0	0	3	4	PR-AUC	0.6041681540105504
3829	200	0.25	0	0	3	4	ROC-AUC	0.7632696704798997
3830	200	0.25	0	0	3	5	PR-AUC	0.5846597154011901
3831	200	0.25	0	0	3	5	ROC-AUC	0.7260103114416813
3832	200	0.25	0	0	3	6	PR-AUC	0.5532040297427887
3833	200	0.25	0	0	3	6	ROC-AUC	0.7434099731527058
3834	200	0.25	0	0	3	7	PR-AUC	0.6231808166849734
3835	200	0.25	0	0	3	7	ROC-AUC	0.7661385355437735
3836	200	0.25	0	0	3	8	PR-AUC	0.5841379760670052
3837	200	0.25	0	0	3	8	ROC-AUC	0.7439524744478803
3838	200	0.25	0	0	3	9	PR-AUC	0.631188239373397
3839	200	0.25	0	0	3	9	ROC-AUC	0.7610570484423498
3840	200	0.25	0	0	4	0	PR-AUC	0.5771016471243606
3841	200	0.25	0	0	4	0	ROC-AUC	0.7464192749583353
3842	200	0.25	0	0	4	1	PR-AUC	0.5856437099246662
3843	200	0.25	0	0	4	1	ROC-AUC	0.7425446473069863
3844	200	0.25	0	0	4	2	PR-AUC	0.538801240378525
3845	200	0.25	0	0	4	2	ROC-AUC	0.7149558796887553
3846	200	0.25	0	0	4	3	PR-AUC	0.6124968454882229
3847	200	0.25	0	0	4	3	ROC-AUC	0.7436460661011418
3848	200	0.25	0	0	4	4	PR-AUC	0.6056857611303773
3849	200	0.25	0	0	4	4	ROC-AUC	0.7521766567371758
3850	200	0.25	0	0	4	5	PR-AUC	0.6071277160416962
3851	200	0.25	0	0	4	5	ROC-AUC	0.7604818224977444
3852	200	0.25	0	0	4	6	PR-AUC	0.5786042843873801
3853	200	0.25	0	0	4	6	ROC-AUC	0.733072297154536
3854	200	0.25	0	0	4	7	PR-AUC	0.5709268250023621
3855	200	0.25	0	0	4	7	ROC-AUC	0.7346966148197197
3856	200	0.25	0	0	4	8	PR-AUC	0.5813944325110098
3857	200	0.25	0	0	4	8	ROC-AUC	0.7435476519488305
3858	200	0.25	0	0	4	9	PR-AUC	0.548277917982607
3859	200	0.25	0	0	4	9	ROC-AUC	0.7202439040453982
3860	200	0.25	0	0	5	0	PR-AUC	0.5843810608034551
3861	200	0.25	0	0	5	0	ROC-AUC	0.7354298070824051
3862	200	0.25	0	0	5	1	PR-AUC	0.5200905611471646
3863	200	0.25	0	0	5	1	ROC-AUC	0.6895448501879097
3864	200	0.25	0	0	5	2	PR-AUC	0.53292466278528
3865	200	0.25	0	0	5	2	ROC-AUC	0.7133176165248142
3866	200	0.25	0	0	5	3	PR-AUC	0.5593840824864312
3867	200	0.25	0	0	5	3	ROC-AUC	0.7333440889110453
3868	200	0.25	0	0	5	4	PR-AUC	0.5357287277247359
3869	200	0.25	0	0	5	4	ROC-AUC	0.7118545647413868
3870	200	0.25	0	0	5	5	PR-AUC	0.5365407185373946
3871	200	0.25	0	0	5	5	ROC-AUC	0.7007284370618666
3872	200	0.25	0	0	5	6	PR-AUC	0.5628367422008521
3873	200	0.25	0	0	5	6	ROC-AUC	0.7248807065979541
3874	200	0.25	0	0	5	7	PR-AUC	0.5817288926689493
3875	200	0.25	0	0	5	7	ROC-AUC	0.7523749131190014
3876	200	0.25	0	0	5	8	PR-AUC	0.5693787509457994
3877	200	0.25	0	0	5	8	ROC-AUC	0.7201261952688979
3878	200	0.25	0	0	5	9	PR-AUC	0.5747606217063974
3879	200	0.25	0	0	5	9	ROC-AUC	0.7322353158483108
3880	200	0.25	0	0	6	0	PR-AUC	0.5034868852418534
3881	200	0.25	0	0	6	0	ROC-AUC	0.6936550720724058
3882	200	0.25	0	0	6	1	PR-AUC	0.5427764139190662
3883	200	0.25	0	0	6	1	ROC-AUC	0.7212489784167403
3884	200	0.25	0	0	6	2	PR-AUC	0.5656242194820965
3885	200	0.25	0	0	6	2	ROC-AUC	0.7358855609000309
3886	200	0.25	0	0	6	3	PR-AUC	0.5300378436447569
3887	200	0.25	0	0	6	3	ROC-AUC	0.713599534093969
3888	200	0.25	0	0	6	4	PR-AUC	0.5238584905004986
3889	200	0.25	0	0	6	4	ROC-AUC	0.7211059573151353
3890	200	0.25	0	0	6	5	PR-AUC	0.5269054906759163
3891	200	0.25	0	0	6	5	ROC-AUC	0.7136914931322339
3892	200	0.25	0	0	6	6	PR-AUC	0.5649953695957236
3893	200	0.25	0	0	6	6	ROC-AUC	0.7262294894212609
3894	200	0.25	0	0	6	7	PR-AUC	0.5082613805354153
3895	200	0.25	0	0	6	7	ROC-AUC	0.6938771179701403
3896	200	0.25	0	0	6	8	PR-AUC	0.5251467002960353
3897	200	0.25	0	0	6	8	ROC-AUC	0.7091652353938263
3898	200	0.25	0	0	6	9	PR-AUC	0.5407822295648285
3899	200	0.25	0	0	6	9	ROC-AUC	0.7210008811759945
3900	200	0.25	0	0	7	0	PR-AUC	0.4988660674636267
3901	200	0.25	0	0	7	0	ROC-AUC	0.6908830907143336
3902	200	0.25	0	0	7	1	PR-AUC	0.5711621888895452
3903	200	0.25	0	0	7	1	ROC-AUC	0.7319062159213711
3904	200	0.25	0	0	7	2	PR-AUC	0.5455917299352185
3905	200	0.25	0	0	7	2	ROC-AUC	0.7068711220082559
3906	200	0.25	0	0	7	3	PR-AUC	0.560822945260587
3907	200	0.25	0	0	7	3	ROC-AUC	0.7352005156473679
3908	200	0.25	0	0	7	4	PR-AUC	0.5506554934997668
3909	200	0.25	0	0	7	4	ROC-AUC	0.7240914150194415
3910	200	0.25	0	0	7	5	PR-AUC	0.5910261399278421
3911	200	0.25	0	0	7	5	ROC-AUC	0.7729715699483579
3912	200	0.25	0	0	7	6	PR-AUC	0.546128537901227
3913	200	0.25	0	0	7	6	ROC-AUC	0.726340409706867
3914	200	0.25	0	0	7	7	PR-AUC	0.5370437337437108
3915	200	0.25	0	0	7	7	ROC-AUC	0.7194349285820542
3916	200	0.25	0	0	7	8	PR-AUC	0.5494015958651449
3917	200	0.25	0	0	7	8	ROC-AUC	0.7290439061827181
3918	200	0.25	0	0	7	9	PR-AUC	0.5454526335571394
3919	200	0.25	0	0	7	9	ROC-AUC	0.7284523422384438
3920	200	0.25	0	0	8	0	PR-AUC	0.5105902209696719
3921	200	0.25	0	0	8	0	ROC-AUC	0.7028556708480623
3922	200	0.25	0	0	8	1	PR-AUC	0.5302613216104258
3923	200	0.25	0	0	8	1	ROC-AUC	0.701092632078665
3924	200	0.25	0	0	8	2	PR-AUC	0.5444108606822919
3925	200	0.25	0	0	8	2	ROC-AUC	0.729614105466449
3926	200	0.25	0	0	8	3	PR-AUC	0.5527979269031588
3927	200	0.25	0	0	8	3	ROC-AUC	0.7204470732858589
3928	200	0.25	0	0	8	4	PR-AUC	0.5312570044734092
3929	200	0.25	0	0	8	4	ROC-AUC	0.7117612715313336
3930	200	0.25	0	0	8	5	PR-AUC	0.4839209256011204
3931	200	0.25	0	0	8	5	ROC-AUC	0.6786976057704496
3932	200	0.25	0	0	8	6	PR-AUC	0.5377152418456298
3933	200	0.25	0	0	8	6	ROC-AUC	0.7280480492822278
3934	200	0.25	0	0	8	7	PR-AUC	0.5147293701253695
3935	200	0.25	0	0	8	7	ROC-AUC	0.7062543074612346
3936	200	0.25	0	0	8	8	PR-AUC	0.49677325657784194
3937	200	0.25	0	0	8	8	ROC-AUC	0.6831748512920134
3938	200	0.25	0	0	8	9	PR-AUC	0.5134683600901492
3939	200	0.25	0	0	8	9	ROC-AUC	0.6920777489468045
3940	200	0.25	0	0	9	0	PR-AUC	0.5103546198497662
3941	200	0.25	0	0	9	0	ROC-AUC	0.691145484597023
3942	200	0.25	0	0	9	1	PR-AUC	0.5246109440406114
3943	200	0.25	0	0	9	1	ROC-AUC	0.7019348409371534
3944	200	0.25	0	0	9	2	PR-AUC	0.5356376334103393
3945	200	0.25	0	0	9	2	ROC-AUC	0.7272909978195968
3946	200	0.25	0	0	9	3	PR-AUC	0.5353163895280275
3947	200	0.25	0	0	9	3	ROC-AUC	0.7027248195366256
3948	200	0.25	0	0	9	4	PR-AUC	0.49093890268178836
3949	200	0.25	0	0	9	4	ROC-AUC	0.6931118108488615
3950	200	0.25	0	0	9	5	PR-AUC	0.49336807351662193
3951	200	0.25	0	0	9	5	ROC-AUC	0.6983009275378755
3952	200	0.25	0	0	9	6	PR-AUC	0.508462922316339
3953	200	0.25	0	0	9	6	ROC-AUC	0.7028442206701309
3954	200	0.25	0	0	9	7	PR-AUC	0.5264985119705928
3955	200	0.25	0	0	9	7	ROC-AUC	0.7230534073603089
3956	200	0.25	0	0	9	8	PR-AUC	0.5320637589971255
3957	200	0.25	0	0	9	8	ROC-AUC	0.719962269019066
3958	200	0.25	0	0	9	9	PR-AUC	0.5372639088477446
3959	200	0.25	0	0	9	9	ROC-AUC	0.7104975241796277
3960	2000000	0.5	0	0	0	0	PR-AUC	0.8070883852630638
3961	2000000	0.5	0	0	0	0	ROC-AUC	0.902994629504244
3962	2000000	0.5	0	0	0	1	PR-AUC	0.8467839241017896
3963	2000000	0.5	0	0	0	1	ROC-AUC	0.9216368006731206
3964	2000000	0.5	0	0	0	2	PR-AUC	0.8213187280294671
3965	2000000	0.5	0	0	0	2	ROC-AUC	0.9103422490792837
3966	2000000	0.5	0	0	0	3	PR-AUC	0.8414387229961903
3967	2000000	0.5	0	0	0	3	ROC-AUC	0.9168657395932408
3968	2000000	0.5	0	0	0	4	PR-AUC	0.8245020269317794
3969	2000000	0.5	0	0	0	4	ROC-AUC	0.9116939919937584
3970	2000000	0.5	0	0	0	5	PR-AUC	0.8326320724046479
3971	2000000	0.5	0	0	0	5	ROC-AUC	0.9050287252805882
3972	2000000	0.5	0	0	0	6	PR-AUC	0.8439559889704157
3973	2000000	0.5	0	0	0	6	ROC-AUC	0.9236288837466923
3974	2000000	0.5	0	0	0	7	PR-AUC	0.85314344245816
3975	2000000	0.5	0	0	0	7	ROC-AUC	0.9302999256078804
3976	2000000	0.5	0	0	0	8	PR-AUC	0.770289709864645
3977	2000000	0.5	0	0	0	8	ROC-AUC	0.8854301985988563
3978	2000000	0.5	0	0	0	9	PR-AUC	0.808235882754594
3979	2000000	0.5	0	0	0	9	ROC-AUC	0.9062215226255704
3980	2000000	0.5	0	0	1	0	PR-AUC	0.8224607248348011
3981	2000000	0.5	0	0	1	0	ROC-AUC	0.9184552489861829
3982	2000000	0.5	0	0	1	1	PR-AUC	0.8298638120560913
3983	2000000	0.5	0	0	1	1	ROC-AUC	0.9177128327183562
3984	2000000	0.5	0	0	1	2	PR-AUC	0.8424181002565977
3985	2000000	0.5	0	0	1	2	ROC-AUC	0.9209792884797156
3986	2000000	0.5	0	0	1	3	PR-AUC	0.8439701795389579
3987	2000000	0.5	0	0	1	3	ROC-AUC	0.924256683404583
3988	2000000	0.5	0	0	1	4	PR-AUC	0.8422849600635135
3989	2000000	0.5	0	0	1	4	ROC-AUC	0.9250660329755789
3990	2000000	0.5	0	0	1	5	PR-AUC	0.8235582152574253
3991	2000000	0.5	0	0	1	5	ROC-AUC	0.9142686957625155
3992	2000000	0.5	0	0	1	6	PR-AUC	0.799343349800613
3993	2000000	0.5	0	0	1	6	ROC-AUC	0.8971129347874479
3994	2000000	0.5	0	0	1	7	PR-AUC	0.8258150506789871
3995	2000000	0.5	0	0	1	7	ROC-AUC	0.9149608821144287
3996	2000000	0.5	0	0	1	8	PR-AUC	0.8494488626524225
3997	2000000	0.5	0	0	1	8	ROC-AUC	0.9222566099261803
3998	2000000	0.5	0	0	1	9	PR-AUC	0.8379165496694907
3999	2000000	0.5	0	0	1	9	ROC-AUC	0.9259555394887488
4000	2000000	0.5	0	0	2	0	PR-AUC	0.8568674382136683
4001	2000000	0.5	0	0	2	0	ROC-AUC	0.9268014243941679
4002	2000000	0.5	0	0	2	1	PR-AUC	0.8569191688590904
4003	2000000	0.5	0	0	2	1	ROC-AUC	0.9246681729687967
4004	2000000	0.5	0	0	2	2	PR-AUC	0.8615326953556691
4005	2000000	0.5	0	0	2	2	ROC-AUC	0.9325591249119795
4006	2000000	0.5	0	0	2	3	PR-AUC	0.8486402102695024
4007	2000000	0.5	0	0	2	3	ROC-AUC	0.9218987138197233
4008	2000000	0.5	0	0	2	4	PR-AUC	0.8304519457522609
4009	2000000	0.5	0	0	2	4	ROC-AUC	0.91779993907869
4010	2000000	0.5	0	0	2	5	PR-AUC	0.8606751066652741
4011	2000000	0.5	0	0	2	5	ROC-AUC	0.9299295438768219
4012	2000000	0.5	0	0	2	6	PR-AUC	0.889668832388942
4013	2000000	0.5	0	0	2	6	ROC-AUC	0.9444424587511983
4014	2000000	0.5	0	0	2	7	PR-AUC	0.8592294524622148
4015	2000000	0.5	0	0	2	7	ROC-AUC	0.9337237158949742
4016	2000000	0.5	0	0	2	8	PR-AUC	0.82971291724234
4017	2000000	0.5	0	0	2	8	ROC-AUC	0.9140212657187031
4018	2000000	0.5	0	0	2	9	PR-AUC	0.8657283007404525
4019	2000000	0.5	0	0	2	9	ROC-AUC	0.9380352804404568
